Date,Province_State,mobility_retail,mobility_grocery,mobility_parks,mobility_transit,mobility_work,mobility_residential
2020-02-15,Andaman and Nicobar Islands,1.0,-9.0,5.0,-2.0,6.0,2.0
2020-02-16,Andaman and Nicobar Islands,0.0,-6.0,1.0,2.0,4.0,1.5
2020-02-17,Andaman and Nicobar Islands,-1.0,2.0,5.0,1.0,6.0,1.0
2020-02-18,Andaman and Nicobar Islands,-2.0,12.0,-4.0,-1.0,4.0,3.0
2020-02-19,Andaman and Nicobar Islands,-5.0,9.0,-6.0,2.0,4.0,1.0
2020-02-20,Andaman and Nicobar Islands,-2.0,-4.0,3.0,-1.0,1.0,1.0
2020-02-21,Andaman and Nicobar Islands,-1.0,-9.0,1.0,1.0,-9.0,4.0
2020-02-22,Andaman and Nicobar Islands,-4.0,-16.0,2.0,-3.0,0.0,1.0
2020-02-23,Andaman and Nicobar Islands,-6.0,-6.0,-6.0,1.0,3.0,0.5
2020-02-24,Andaman and Nicobar Islands,-3.0,-19.0,-2.0,8.0,4.0,0.0
2020-02-25,Andaman and Nicobar Islands,-2.0,-2.0,-5.0,3.0,3.0,2.0
2020-02-26,Andaman and Nicobar Islands,-6.0,-14.0,-5.0,1.0,3.0,0.0
2020-02-27,Andaman and Nicobar Islands,-4.0,-14.0,-7.0,0.0,1.0,1.0
2020-02-28,Andaman and Nicobar Islands,-2.0,-21.0,-13.0,0.0,5.0,1.0
2020-02-29,Andaman and Nicobar Islands,-1.0,-19.0,-5.0,-5.0,5.0,1.0
2020-03-01,Andaman and Nicobar Islands,-8.0,-15.0,-14.0,-9.0,-3.0,0.5
2020-03-02,Andaman and Nicobar Islands,-2.0,-17.0,-2.0,-3.0,6.0,0.0
2020-03-03,Andaman and Nicobar Islands,-12.0,-18.0,-6.0,-6.0,4.0,2.0
2020-03-04,Andaman and Nicobar Islands,-7.0,-14.0,-2.0,-1.0,4.0,2.0
2020-03-05,Andaman and Nicobar Islands,-6.0,-20.0,0.0,0.0,3.0,1.0
2020-03-06,Andaman and Nicobar Islands,-7.0,-25.0,-4.0,0.0,3.0,2.0
2020-03-07,Andaman and Nicobar Islands,-13.0,-26.0,-3.0,-6.0,6.0,1.0
2020-03-08,Andaman and Nicobar Islands,-17.0,-15.0,-8.0,-9.0,-4.0,1.5
2020-03-09,Andaman and Nicobar Islands,-8.0,-17.0,0.0,-3.0,-6.0,2.0
2020-03-10,Andaman and Nicobar Islands,-36.0,-38.0,-12.0,-19.0,-56.0,13.0
2020-03-11,Andaman and Nicobar Islands,-14.0,-16.0,-8.0,-1.0,0.0,0.0
2020-03-12,Andaman and Nicobar Islands,-9.0,-12.0,-7.0,-2.0,1.0,2.0
2020-03-13,Andaman and Nicobar Islands,-10.0,-19.0,-10.0,-3.0,4.0,2.0
2020-03-14,Andaman and Nicobar Islands,-16.0,-19.0,-4.0,-7.0,-7.0,6.0
2020-03-15,Andaman and Nicobar Islands,-27.0,-32.0,-15.0,-9.0,-3.0,4.0
2020-03-16,Andaman and Nicobar Islands,-18.0,-11.0,-10.0,-7.0,-1.0,2.0
2020-03-17,Andaman and Nicobar Islands,-24.0,-20.0,-25.0,-13.0,-4.0,4.0
2020-03-18,Andaman and Nicobar Islands,-21.0,-20.0,-31.0,-14.0,-9.0,1.0
2020-03-19,Andaman and Nicobar Islands,-16.0,-4.0,-21.0,-14.0,-7.0,1.0
2020-03-20,Andaman and Nicobar Islands,-50.0,-43.0,-50.0,-31.0,-29.0,12.0
2020-03-21,Andaman and Nicobar Islands,-57.0,-45.0,-49.0,-40.0,-34.0,16.0
2020-03-22,Andaman and Nicobar Islands,-80.0,-85.0,-68.0,-61.0,-41.0,18.5
2020-03-23,Andaman and Nicobar Islands,-61.0,-43.0,-60.0,-45.0,-44.0,21.0
2020-03-24,Andaman and Nicobar Islands,-67.0,-48.0,-62.0,-46.0,-52.0,23.0
2020-03-25,Andaman and Nicobar Islands,-80.0,-76.0,-68.0,-64.0,-63.0,24.0
2020-03-26,Andaman and Nicobar Islands,-80.0,-80.0,-65.0,-63.0,-66.0,25.0
2020-03-27,Andaman and Nicobar Islands,-78.0,-79.0,-70.0,-66.0,-63.0,26.0
2020-03-28,Andaman and Nicobar Islands,-75.0,-74.0,-67.0,-66.0,-57.0,27.0
2020-03-29,Andaman and Nicobar Islands,-68.0,-63.0,-57.0,-59.0,-28.0,28.0
2020-03-30,Andaman and Nicobar Islands,-69.0,-60.0,-62.0,-61.0,-56.0,29.0
2020-03-31,Andaman and Nicobar Islands,-72.0,-64.0,-64.0,-60.0,-56.0,29.0
2020-04-01,Andaman and Nicobar Islands,-75.0,-65.0,-67.0,-63.0,-58.0,29.333333333333332
2020-04-02,Andaman and Nicobar Islands,-74.0,-67.0,-67.0,-64.0,-57.0,29.666666666666668
2020-04-03,Andaman and Nicobar Islands,-76.0,-70.0,-65.0,-64.0,-57.0,30.0
2020-04-04,Andaman and Nicobar Islands,-76.0,-72.0,-67.0,-65.0,-49.0,30.333333333333332
2020-04-05,Andaman and Nicobar Islands,-76.0,-79.0,-65.0,-64.0,-24.0,30.666666666666668
2020-04-06,Andaman and Nicobar Islands,-75.0,-79.0,-67.0,-67.0,-56.0,31.0
2020-04-07,Andaman and Nicobar Islands,-81.0,-79.0,-71.0,-77.0,-56.0,31.0
2020-04-08,Andaman and Nicobar Islands,-83.0,-79.0,-72.0,-78.0,-54.0,29.0
2020-04-09,Andaman and Nicobar Islands,-82.0,-79.0,-71.0,-77.0,-55.0,29.0
2020-04-10,Andaman and Nicobar Islands,-83.0,-79.0,-70.0,-78.0,-62.0,28.75
2020-04-11,Andaman and Nicobar Islands,-84.0,-79.0,-70.0,-79.0,-48.0,28.5
2020-04-12,Andaman and Nicobar Islands,-83.0,-79.0,-69.0,-78.0,-24.0,28.25
2020-04-13,Andaman and Nicobar Islands,-80.0,-79.0,-70.0,-77.0,-50.0,28.0
2020-04-14,Andaman and Nicobar Islands,-83.0,-79.0,-72.0,-77.0,-62.0,27.5
2020-04-15,Andaman and Nicobar Islands,-82.0,-79.0,-69.0,-75.0,-51.0,27.0
2020-04-16,Andaman and Nicobar Islands,-87.0,-79.0,-69.0,-79.0,-52.0,29.0
2020-04-17,Andaman and Nicobar Islands,-86.0,-79.0,-70.0,-80.0,-49.0,31.0
2020-04-18,Andaman and Nicobar Islands,-88.0,-79.0,-72.0,-82.0,-46.0,30.333333333333332
2020-04-19,Andaman and Nicobar Islands,-87.0,-79.0,-71.0,-83.0,-25.0,29.666666666666668
2020-04-20,Andaman and Nicobar Islands,-86.0,-79.0,-72.0,-80.0,-49.0,29.0
2020-04-21,Andaman and Nicobar Islands,-88.0,-79.0,-71.0,-82.0,-52.0,30.0
2020-04-22,Andaman and Nicobar Islands,-88.0,-79.0,-73.0,-81.0,-51.0,29.0
2020-04-23,Andaman and Nicobar Islands,-88.0,-79.0,-71.0,-82.0,-52.0,30.0
2020-04-24,Andaman and Nicobar Islands,-88.0,-79.0,-73.0,-82.0,-50.0,30.0
2020-04-25,Andaman and Nicobar Islands,-92.0,-79.0,-74.0,-86.0,-55.0,30.0
2020-04-26,Andaman and Nicobar Islands,-91.0,-79.0,-72.0,-85.0,-28.0,30.0
2020-04-27,Andaman and Nicobar Islands,-87.0,-79.0,-75.0,-81.0,-49.0,30.0
2020-04-28,Andaman and Nicobar Islands,-88.0,-79.0,-71.0,-81.0,-50.0,29.0
2020-04-29,Andaman and Nicobar Islands,-91.0,-79.0,-72.0,-81.0,-54.0,32.0
2020-04-30,Andaman and Nicobar Islands,-86.0,-79.0,-70.0,-80.0,-48.0,30.0
2020-05-01,Andaman and Nicobar Islands,-88.0,-79.0,-74.0,-82.0,-51.0,31.0
2020-05-02,Andaman and Nicobar Islands,-92.0,-79.0,-73.0,-83.0,-49.0,29.666666666666668
2020-05-03,Andaman and Nicobar Islands,-91.0,-79.0,-74.0,-84.0,-24.0,28.333333333333332
2020-05-04,Andaman and Nicobar Islands,-85.0,-79.0,-71.0,-80.0,-41.0,27.0
2020-05-05,Andaman and Nicobar Islands,-85.0,-79.0,-70.0,-79.0,-43.0,27.0
2020-05-06,Andaman and Nicobar Islands,-89.0,-79.0,-68.0,-81.0,-46.0,30.0
2020-05-07,Andaman and Nicobar Islands,-84.0,-79.0,-69.0,-77.0,-52.0,29.0
2020-05-08,Andaman and Nicobar Islands,-83.0,-79.0,-69.0,-74.0,-35.0,25.0
2020-05-09,Andaman and Nicobar Islands,-87.0,-79.0,-71.0,-78.0,-38.0,27.0
2020-05-10,Andaman and Nicobar Islands,-90.0,-79.0,-73.0,-83.0,-25.0,26.0
2020-05-11,Andaman and Nicobar Islands,-82.0,-79.0,-74.0,-77.0,-36.0,25.0
2020-05-12,Andaman and Nicobar Islands,-84.0,-79.0,-76.0,-77.0,-40.0,25.0
2020-05-13,Andaman and Nicobar Islands,-86.0,-79.0,-74.0,-74.0,-37.0,23.0
2020-05-14,Andaman and Nicobar Islands,-86.0,-79.0,-69.0,-70.0,-37.0,22.0
2020-05-15,Andaman and Nicobar Islands,-83.0,-79.0,-69.0,-68.0,-31.0,24.0
2020-05-16,Andaman and Nicobar Islands,-83.0,-79.0,-70.0,-68.0,-28.0,24.0
2020-05-17,Andaman and Nicobar Islands,-90.0,-79.0,-72.0,-80.0,-20.0,23.0
2020-05-18,Andaman and Nicobar Islands,-79.0,-79.0,-70.0,-62.0,-26.0,22.0
2020-05-19,Andaman and Nicobar Islands,-80.0,-79.0,-70.0,-61.0,-28.0,20.0
2020-05-20,Andaman and Nicobar Islands,-81.0,-79.0,-78.0,-50.0,-35.0,12.0
2020-05-21,Andaman and Nicobar Islands,-82.0,-79.0,-74.0,-55.0,-46.0,5.0
2020-05-22,Andaman and Nicobar Islands,-81.0,-79.0,-76.0,-51.0,-35.0,14.0
2020-05-23,Andaman and Nicobar Islands,-77.0,-79.0,-69.0,-38.0,-26.0,10.0
2020-05-24,Andaman and Nicobar Islands,-85.0,-79.0,-70.0,-57.0,-18.0,13.5
2020-05-25,Andaman and Nicobar Islands,-78.0,-79.0,-68.0,-45.0,-51.0,17.0
2020-05-26,Andaman and Nicobar Islands,-77.0,-79.0,-68.0,-33.0,-24.0,9.0
2020-05-27,Andaman and Nicobar Islands,-77.0,-79.0,-68.0,-35.0,-28.0,6.0
2020-05-28,Andaman and Nicobar Islands,-76.0,-79.0,-70.0,-32.0,-22.0,13.0
2020-05-29,Andaman and Nicobar Islands,-76.0,-79.0,-67.0,-40.0,-21.0,16.0
2020-05-30,Andaman and Nicobar Islands,-74.0,-79.0,-70.0,-36.0,-17.0,17.0
2020-05-31,Andaman and Nicobar Islands,-79.0,-79.0,-64.0,-49.0,-6.0,15.0
2020-06-01,Andaman and Nicobar Islands,-68.0,-79.0,-63.0,-24.0,-11.0,13.0
2020-06-02,Andaman and Nicobar Islands,-71.0,-79.0,-61.0,-27.0,-15.0,14.0
2020-06-03,Andaman and Nicobar Islands,-71.0,-79.0,-64.0,-22.0,-14.0,14.0
2020-06-04,Andaman and Nicobar Islands,-69.0,-79.0,-62.0,-21.0,-13.0,12.0
2020-06-05,Andaman and Nicobar Islands,-71.0,-79.0,-70.0,-24.0,-16.0,12.0
2020-06-06,Andaman and Nicobar Islands,-72.0,-79.0,-68.0,-29.0,-14.0,13.0
2020-06-07,Andaman and Nicobar Islands,-77.0,-79.0,-65.0,-38.0,-8.0,12.0
2020-06-08,Andaman and Nicobar Islands,-64.0,-79.0,-65.0,-16.0,-7.0,11.0
2020-06-09,Andaman and Nicobar Islands,-73.0,-79.0,-67.0,-26.0,-12.0,12.0
2020-06-10,Andaman and Nicobar Islands,-65.0,-79.0,-62.0,-11.0,-10.0,9.0
2020-06-11,Andaman and Nicobar Islands,-62.0,-79.0,-61.0,-17.0,-10.0,12.0
2020-06-12,Andaman and Nicobar Islands,-64.0,-79.0,-63.0,-15.0,-9.0,12.0
2020-06-13,Andaman and Nicobar Islands,-61.0,-79.0,-63.0,-19.0,-15.0,12.0
2020-06-14,Andaman and Nicobar Islands,-69.0,-79.0,-58.0,-27.0,0.0,12.0
2020-06-15,Andaman and Nicobar Islands,-60.0,-79.0,-65.0,-17.0,-11.0,12.0
2020-06-16,Andaman and Nicobar Islands,-67.0,-79.0,-65.0,-18.0,-13.0,12.0
2020-06-17,Andaman and Nicobar Islands,-64.0,-79.0,-65.0,-15.0,-15.0,12.0
2020-06-18,Andaman and Nicobar Islands,-64.0,-79.0,-62.0,-20.0,-15.0,11.0
2020-06-19,Andaman and Nicobar Islands,-61.0,-79.0,-63.0,-21.0,-12.0,12.0
2020-06-20,Andaman and Nicobar Islands,-57.0,-79.0,-63.0,-20.0,-13.0,11.0
2020-06-21,Andaman and Nicobar Islands,-67.0,-79.0,-64.0,-36.0,-5.0,10.5
2020-06-22,Andaman and Nicobar Islands,-55.0,-79.0,-61.0,-16.0,-9.0,10.0
2020-06-23,Andaman and Nicobar Islands,-54.0,-79.0,-61.0,-15.0,-11.0,12.0
2020-06-24,Andaman and Nicobar Islands,-57.0,-79.0,-60.0,-10.0,-10.0,10.0
2020-06-25,Andaman and Nicobar Islands,-58.0,-79.0,-60.0,-15.0,-10.0,11.0
2020-06-26,Andaman and Nicobar Islands,-56.0,-79.0,-60.0,-17.0,-10.0,11.0
2020-06-27,Andaman and Nicobar Islands,-57.0,-79.0,-61.0,-20.0,-14.0,13.0
2020-06-28,Andaman and Nicobar Islands,-71.0,-79.0,-61.0,-34.0,-8.0,12.5
2020-06-29,Andaman and Nicobar Islands,-63.0,-79.0,-63.0,-25.0,-10.0,12.0
2020-06-30,Andaman and Nicobar Islands,-48.0,-79.0,-61.0,-18.0,-12.0,10.0
2020-07-01,Andaman and Nicobar Islands,-51.0,-79.0,-57.0,-16.0,-12.0,9.0
2020-07-02,Andaman and Nicobar Islands,-51.0,-79.0,-61.0,-19.0,-12.0,13.0
2020-07-03,Andaman and Nicobar Islands,-54.0,-79.0,-65.0,-22.0,-9.0,15.0
2020-07-04,Andaman and Nicobar Islands,-47.0,-79.0,-59.0,-18.0,-9.0,13.0
2020-07-05,Andaman and Nicobar Islands,-61.0,-79.0,-58.0,-32.0,-4.0,11.5
2020-07-06,Andaman and Nicobar Islands,-47.0,-79.0,-57.0,-16.0,-8.0,10.0
2020-07-07,Andaman and Nicobar Islands,-51.0,-79.0,-58.0,-19.0,-10.0,13.0
2020-07-08,Andaman and Nicobar Islands,-56.0,-79.0,-61.0,-18.0,-10.0,12.0
2020-07-09,Andaman and Nicobar Islands,-49.0,-79.0,-57.0,-18.0,-12.0,11.0
2020-07-10,Andaman and Nicobar Islands,-47.0,-79.0,-57.0,-16.0,-9.0,11.0
2020-07-11,Andaman and Nicobar Islands,-52.0,-79.0,-58.0,-23.0,-18.0,11.0
2020-07-12,Andaman and Nicobar Islands,-63.0,-79.0,-58.0,-34.0,-5.0,12.0
2020-07-13,Andaman and Nicobar Islands,-48.0,-79.0,-63.0,-23.0,-10.0,13.0
2020-07-14,Andaman and Nicobar Islands,-52.0,-79.0,-59.0,-21.0,-12.0,12.0
2020-07-15,Andaman and Nicobar Islands,-46.0,-79.0,-55.0,-7.0,-9.0,11.0
2020-07-16,Andaman and Nicobar Islands,-48.0,-79.0,-56.0,-14.0,-11.0,11.0
2020-07-17,Andaman and Nicobar Islands,-50.0,-79.0,-56.0,-21.0,-12.0,12.0
2020-07-18,Andaman and Nicobar Islands,-44.0,-79.0,-59.0,-19.0,-12.0,10.0
2020-07-19,Andaman and Nicobar Islands,-59.0,-79.0,-49.0,-28.0,-5.0,9.5
2020-07-20,Andaman and Nicobar Islands,-40.0,-79.0,-52.0,-11.0,-6.0,9.0
2020-07-21,Andaman and Nicobar Islands,-48.0,-79.0,-56.0,-14.0,-11.0,12.0
2020-07-22,Andaman and Nicobar Islands,-50.0,-79.0,-58.0,-13.0,-10.0,12.0
2020-07-23,Andaman and Nicobar Islands,-50.0,-79.0,-56.0,-13.0,-12.0,11.0
2020-07-24,Andaman and Nicobar Islands,-45.0,-79.0,-58.0,-12.0,-10.0,12.0
2020-07-25,Andaman and Nicobar Islands,-46.0,-79.0,-55.0,-14.0,-14.0,13.0
2020-07-26,Andaman and Nicobar Islands,-61.0,-79.0,-50.0,-26.0,-6.0,13.5
2020-07-27,Andaman and Nicobar Islands,-46.0,-79.0,-59.0,-14.0,-13.0,14.0
2020-07-28,Andaman and Nicobar Islands,-47.0,-79.0,-61.0,-18.0,-20.0,14.0
2020-07-29,Andaman and Nicobar Islands,-50.0,-79.0,-63.0,-19.0,-20.0,16.0
2020-07-30,Andaman and Nicobar Islands,-54.0,-79.0,-61.0,-28.0,-23.0,18.0
2020-07-31,Andaman and Nicobar Islands,-48.0,-79.0,-62.0,-26.0,-27.0,19.0
2020-08-01,Andaman and Nicobar Islands,-91.0,-79.0,-75.0,-68.0,-68.0,19.0
2020-08-02,Andaman and Nicobar Islands,-92.0,-79.0,-74.0,-67.0,-47.0,19.0
2020-08-03,Andaman and Nicobar Islands,-51.0,-79.0,-73.0,-39.0,-39.0,19.0
2020-08-04,Andaman and Nicobar Islands,-62.0,-79.0,-72.0,-46.0,-42.0,24.0
2020-08-05,Andaman and Nicobar Islands,-76.0,-79.0,-69.0,-54.0,-48.0,27.0
2020-08-06,Andaman and Nicobar Islands,-75.0,-79.0,-67.0,-52.0,-50.0,29.0
2020-08-07,Andaman and Nicobar Islands,-76.0,-79.0,-70.0,-55.0,-49.0,29.0
2020-08-08,Andaman and Nicobar Islands,-90.0,-79.0,-76.0,-67.0,-64.0,27.666666666666668
2020-08-09,Andaman and Nicobar Islands,-87.0,-79.0,-75.0,-64.0,-37.0,26.333333333333332
2020-08-10,Andaman and Nicobar Islands,-64.0,-79.0,-64.0,-35.0,-37.0,25.0
2020-08-11,Andaman and Nicobar Islands,-66.0,-79.0,-65.0,-36.0,-42.0,28.0
2020-08-12,Andaman and Nicobar Islands,-73.0,-79.0,-65.0,-34.0,-46.0,30.0
2020-08-13,Andaman and Nicobar Islands,-73.0,-79.0,-64.0,-37.0,-46.0,31.0
2020-08-14,Andaman and Nicobar Islands,-65.0,-79.0,-62.0,-37.0,-39.0,30.0
2020-08-15,Andaman and Nicobar Islands,-87.0,-79.0,-68.0,-53.0,-54.0,29.333333333333332
2020-08-16,Andaman and Nicobar Islands,-85.0,-79.0,-68.0,-54.0,-26.0,28.666666666666668
2020-08-17,Andaman and Nicobar Islands,-82.82608695652173,-79.0,-67.69565217391305,-50.565217391304344,-37.0,28.0
2020-08-18,Andaman and Nicobar Islands,-80.65217391304348,-79.0,-67.3913043478261,-47.130434782608695,-40.0,30.0
2020-08-19,Andaman and Nicobar Islands,-78.47826086956522,-79.0,-67.08695652173913,-43.69565217391305,-34.0,26.0
2020-08-20,Andaman and Nicobar Islands,-76.30434782608695,-79.0,-66.78260869565217,-40.26086956521739,-38.0,28.0
2020-08-21,Andaman and Nicobar Islands,-74.13043478260869,-79.0,-66.47826086956522,-36.826086956521735,-35.0,26.0
2020-08-22,Andaman and Nicobar Islands,-71.95652173913044,-79.0,-66.17391304347827,-33.391304347826086,-52.0,25.5
2020-08-24,Andaman and Nicobar Islands,-69.78260869565217,-79.0,-65.8695652173913,-29.956521739130434,-27.0,25.0
2020-08-25,Andaman and Nicobar Islands,-67.6086956521739,-79.0,-65.56521739130434,-26.52173913043478,-25.0,26.0
2020-08-26,Andaman and Nicobar Islands,-65.43478260869566,-79.0,-65.26086956521739,-23.08695652173913,-20.0,22.0
2020-08-27,Andaman and Nicobar Islands,-63.26086956521739,-79.0,-64.95652173913044,-19.652173913043477,-22.0,24.0
2020-08-28,Andaman and Nicobar Islands,-61.08695652173913,-79.0,-64.65217391304348,-16.217391304347828,-15.0,20.0
2020-08-29,Andaman and Nicobar Islands,-58.913043478260875,-79.0,-64.34782608695652,-12.782608695652172,-49.0,23.5
2020-08-31,Andaman and Nicobar Islands,-56.73913043478261,-79.0,-64.04347826086956,-9.347826086956516,-39.0,27.0
2020-09-01,Andaman and Nicobar Islands,-54.56521739130435,-79.0,-63.73913043478261,-5.913043478260867,-6.0,18.0
2020-09-02,Andaman and Nicobar Islands,-52.391304347826086,-79.0,-63.434782608695656,-2.4782608695652186,-3.0,16.0
2020-09-03,Andaman and Nicobar Islands,-50.21739130434783,-79.0,-63.130434782608695,0.9565217391304373,-6.0,18.0
2020-09-04,Andaman and Nicobar Islands,-48.04347826086957,-79.0,-62.826086956521735,4.391304347826093,-3.0,17.0
2020-09-05,Andaman and Nicobar Islands,-45.869565217391305,-79.0,-62.52173913043478,7.826086956521742,-2.0,18.0
2020-09-07,Andaman and Nicobar Islands,-43.69565217391305,-79.0,-62.21739130434783,11.26086956521739,-1.0,17.0
2020-09-08,Andaman and Nicobar Islands,-41.52173913043478,-79.0,-61.91304347826087,14.695652173913047,1.0,16.0
2020-09-09,Andaman and Nicobar Islands,-39.34782608695652,-79.0,-61.608695652173914,18.130434782608702,0.0,15.0
2020-09-10,Andaman and Nicobar Islands,-37.173913043478265,-79.0,-61.30434782608695,21.565217391304344,0.0,15.0
2020-09-11,Andaman and Nicobar Islands,-35.0,-79.0,-61.0,25.0,1.0,13.0
2020-09-12,Andaman and Nicobar Islands,-37.0,-79.0,-63.0,28.0,-6.0,14.0
2020-09-13,Andaman and Nicobar Islands,-52.0,-79.0,-52.0,12.0,4.0,13.5
2020-09-14,Andaman and Nicobar Islands,-39.0,-79.0,-60.0,29.0,5.0,13.0
2020-09-15,Andaman and Nicobar Islands,-35.0,-79.0,-60.0,32.0,4.0,12.0
2020-09-16,Andaman and Nicobar Islands,-31.0,-79.0,-57.0,40.0,2.0,14.0
2020-09-17,Andaman and Nicobar Islands,-47.0,-79.0,-63.0,15.0,-2.0,17.0
2020-09-18,Andaman and Nicobar Islands,-39.0,-79.0,-64.0,19.0,5.0,17.0
2020-09-19,Andaman and Nicobar Islands,-43.0,-79.0,-67.0,14.0,2.0,20.0
2020-09-20,Andaman and Nicobar Islands,-50.0,-79.0,-55.0,7.0,15.0,18.0
2020-09-21,Andaman and Nicobar Islands,-40.0,-79.0,-63.0,24.0,7.0,16.0
2020-09-22,Andaman and Nicobar Islands,-32.0,-79.0,-54.0,34.0,7.0,15.0
2020-09-23,Andaman and Nicobar Islands,-29.0,-79.0,-53.0,36.0,5.0,16.0
2020-09-24,Andaman and Nicobar Islands,-33.0,-79.0,-52.0,26.0,6.0,18.0
2020-09-25,Andaman and Nicobar Islands,-29.0,-79.0,-54.0,25.0,10.0,19.0
2020-09-26,Andaman and Nicobar Islands,-33.0,-79.0,-53.0,29.0,7.0,19.0
2020-09-27,Andaman and Nicobar Islands,-48.0,-79.0,-47.0,7.0,11.0,19.0
2020-09-28,Andaman and Nicobar Islands,-36.0,-79.0,-55.0,19.0,8.0,19.0
2020-09-29,Andaman and Nicobar Islands,-35.0,-79.0,-55.0,27.0,4.0,17.0
2020-09-30,Andaman and Nicobar Islands,-30.0,-79.0,-55.0,33.0,4.0,13.0
2020-10-01,Andaman and Nicobar Islands,-26.0,-79.0,-55.0,33.0,1.0,7.0
2020-10-02,Andaman and Nicobar Islands,-31.0,-79.0,-58.0,20.0,-39.0,16.0
2020-10-03,Andaman and Nicobar Islands,-31.0,-79.0,-64.0,23.0,-1.0,11.0
2020-10-04,Andaman and Nicobar Islands,-37.0,-79.0,-51.0,12.0,1.0,9.0
2020-10-05,Andaman and Nicobar Islands,-18.0,-79.0,-55.0,40.0,0.0,6.0
2020-10-06,Andaman and Nicobar Islands,-23.0,-79.0,-51.0,39.0,0.0,7.0
2020-10-07,Andaman and Nicobar Islands,-22.0,-79.0,-51.0,51.0,5.0,8.0
2020-10-08,Andaman and Nicobar Islands,-26.0,-79.0,-52.0,40.0,8.0,11.0
2020-10-09,Andaman and Nicobar Islands,-19.0,-79.0,-51.0,40.0,9.0,13.0
2020-10-10,Andaman and Nicobar Islands,-29.0,-79.0,-61.0,24.0,5.0,18.0
2020-10-11,Andaman and Nicobar Islands,-43.0,-79.0,-55.0,7.0,10.0,16.0
2020-10-12,Andaman and Nicobar Islands,-21.0,-79.0,-56.0,32.0,9.0,13.0
2020-10-13,Andaman and Nicobar Islands,-14.0,-79.0,-49.0,38.0,8.0,13.0
2020-10-14,Andaman and Nicobar Islands,-16.0,-79.0,-53.0,38.0,9.0,13.0
2020-10-15,Andaman and Nicobar Islands,-21.0,-79.0,-51.0,32.0,8.0,16.0
2020-10-16,Andaman and Nicobar Islands,-20.0,-79.0,-57.0,34.0,11.0,17.0
2020-10-17,Andaman and Nicobar Islands,-19.0,-79.0,-56.0,35.0,11.0,16.0
2020-10-18,Andaman and Nicobar Islands,-37.0,-79.0,-53.0,15.0,12.0,17.0
2020-10-19,Andaman and Nicobar Islands,-18.0,-79.0,-56.0,37.0,9.0,15.0
2020-10-20,Andaman and Nicobar Islands,-21.0,-79.0,-54.0,37.0,8.0,15.0
2020-10-21,Andaman and Nicobar Islands,-13.0,-79.0,-54.0,42.0,8.0,11.0
2020-10-22,Andaman and Nicobar Islands,-12.0,-79.0,-57.0,44.0,7.0,9.0
2020-10-23,Andaman and Nicobar Islands,-7.0,-79.0,-55.0,43.0,5.0,10.0
2020-10-24,Andaman and Nicobar Islands,-8.0,-79.0,-57.0,35.0,-1.0,11.0
2020-10-25,Andaman and Nicobar Islands,-18.0,-79.0,-45.0,28.0,18.0,9.0
2020-10-26,Andaman and Nicobar Islands,-20.0,-79.0,-52.0,21.0,-35.0,16.0
2020-10-27,Andaman and Nicobar Islands,-11.0,-79.0,-50.0,42.0,8.0,9.0
2020-10-28,Andaman and Nicobar Islands,-12.0,-79.0,-52.0,44.0,7.0,8.0
2020-10-29,Andaman and Nicobar Islands,-13.0,-79.0,-49.0,37.0,3.0,8.0
2020-10-30,Andaman and Nicobar Islands,-12.0,-79.0,-54.0,34.0,-2.0,11.0
2020-10-31,Andaman and Nicobar Islands,-19.0,-79.0,-50.0,28.0,-12.0,13.0
2020-11-01,Andaman and Nicobar Islands,-27.0,-79.0,-42.0,21.0,8.0,10.0
2020-11-02,Andaman and Nicobar Islands,-7.0,-79.0,-50.0,36.0,3.0,8.0
2020-11-03,Andaman and Nicobar Islands,-9.0,-79.0,-48.0,42.0,4.0,8.0
2020-11-04,Andaman and Nicobar Islands,-6.0,-79.0,-50.0,46.0,5.0,6.0
2020-11-05,Andaman and Nicobar Islands,-11.0,-79.0,-46.0,42.0,5.0,6.0
2020-11-06,Andaman and Nicobar Islands,-11.0,-79.0,-50.0,34.0,7.0,7.0
2020-11-07,Andaman and Nicobar Islands,-7.0,-79.0,-50.0,36.0,7.0,9.0
2020-11-08,Andaman and Nicobar Islands,-22.0,-79.0,-39.0,24.0,12.0,9.0
2020-11-09,Andaman and Nicobar Islands,-14.0,-79.0,-56.0,29.0,2.0,10.0
2020-11-10,Andaman and Nicobar Islands,-7.0,-79.0,-53.0,35.0,3.0,8.0
2020-11-11,Andaman and Nicobar Islands,5.0,-79.0,-49.0,43.0,3.0,5.0
2020-11-12,Andaman and Nicobar Islands,12.0,-79.0,-49.0,48.0,0.0,4.0
2020-11-13,Andaman and Nicobar Islands,16.0,-79.0,-51.0,48.0,-3.0,6.0
2020-11-14,Andaman and Nicobar Islands,-25.0,-79.0,-51.0,21.0,-39.0,15.0
2020-11-15,Andaman and Nicobar Islands,-26.0,-79.0,-36.0,16.0,2.0,10.0
2020-11-16,Andaman and Nicobar Islands,-4.0,-79.0,-44.0,37.0,0.0,7.0
2020-11-17,Andaman and Nicobar Islands,-7.0,-79.0,-44.0,41.0,2.0,5.0
2020-11-18,Andaman and Nicobar Islands,-11.0,-79.0,-45.0,46.0,6.0,5.0
2020-11-19,Andaman and Nicobar Islands,-12.0,-79.0,-39.0,42.0,6.0,6.0
