Date,Province_State,mobility_retail,mobility_grocery,mobility_parks,mobility_transit,mobility_work,mobility_residential
2020-08-22,Dadra and Nagar Haveli,-50.14285714285714,25.153846153846153,-62.07692307692308,-25.846153846153847,-30.0,17.0
2020-08-23,Dadra and Nagar Haveli,-51.0,24.846153846153847,-61.42307692307692,-27.153846153846153,-9.0,12.0
2020-08-24,Dadra and Nagar Haveli,-51.142857142857146,24.53846153846154,-60.76923076923077,-28.46153846153846,-15.0,10.0
2020-08-25,Dadra and Nagar Haveli,-51.285714285714285,24.23076923076923,-60.11538461538461,-29.76923076923077,-16.0,9.0
2020-08-26,Dadra and Nagar Haveli,-51.42857142857143,23.923076923076923,-59.46153846153846,-31.076923076923077,-15.0,8.0
2020-08-27,Dadra and Nagar Haveli,-51.57142857142857,23.615384615384613,-58.80769230769231,-32.38461538461539,-15.0,10.0
2020-08-28,Dadra and Nagar Haveli,-51.714285714285715,23.307692307692307,-58.15384615384615,-33.69230769230769,-16.0,11.0
2020-08-29,Dadra and Nagar Haveli,-51.857142857142854,23.0,-57.5,-35.0,-14.0,11.0
2020-08-30,Dadra and Nagar Haveli,-52.0,22.692307692307693,-56.84615384615385,-36.30769230769231,-14.0,13.0
2020-08-31,Dadra and Nagar Haveli,-50.916666666666664,22.384615384615383,-56.19230769230769,-37.61538461538461,-17.0,9.0
2020-09-01,Dadra and Nagar Haveli,-49.833333333333336,22.076923076923077,-55.53846153846154,-38.92307692307692,-17.0,8.0
2020-09-02,Dadra and Nagar Haveli,-48.75,21.76923076923077,-54.88461538461539,-40.230769230769226,-16.0,8.0
2020-09-03,Dadra and Nagar Haveli,-47.666666666666664,21.46153846153846,-54.230769230769226,-41.53846153846154,-16.0,9.0
2020-09-04,Dadra and Nagar Haveli,-46.583333333333336,21.153846153846153,-53.57692307692308,-42.84615384615385,-15.0,10.0
2020-09-05,Dadra and Nagar Haveli,-45.5,20.846153846153847,-52.92307692307692,-44.15384615384615,-13.0,9.0
2020-09-06,Dadra and Nagar Haveli,-44.416666666666664,20.53846153846154,-52.26923076923077,-45.46153846153847,-12.0,9.0
2020-09-07,Dadra and Nagar Haveli,-43.333333333333336,20.23076923076923,-51.61538461538461,-46.769230769230774,-16.0,9.0
2020-09-08,Dadra and Nagar Haveli,-42.25,19.923076923076923,-50.96153846153846,-48.07692307692308,-16.0,8.0
2020-09-09,Dadra and Nagar Haveli,-41.16666666666667,19.615384615384613,-50.30769230769231,-49.38461538461539,-15.0,8.0
2020-09-10,Dadra and Nagar Haveli,-40.083333333333336,19.307692307692307,-49.65384615384615,-50.69230769230769,-17.0,8.0
2020-09-11,Dadra and Nagar Haveli,-39.0,19.0,-49.0,-52.0,-16.0,9.0
2020-09-12,Dadra and Nagar Haveli,-40.0,11.0,-44.0,-42.0,-15.0,10.0
2020-09-13,Dadra and Nagar Haveli,-42.0,19.0,-58.0,-52.0,-15.0,11.0
2020-09-14,Dadra and Nagar Haveli,-35.0,7.0,-42.0,-52.0,-14.0,9.0
2020-09-15,Dadra and Nagar Haveli,-35.0,15.0,-42.0,-48.0,-14.0,8.0
2020-09-16,Dadra and Nagar Haveli,-34.0,20.0,-37.0,-39.0,-14.0,8.0
2020-09-17,Dadra and Nagar Haveli,-33.0,-5.0,-44.0,18.0,-16.0,11.0
2020-09-18,Dadra and Nagar Haveli,-33.0,3.0,-47.0,26.0,-12.0,11.0
2020-09-19,Dadra and Nagar Haveli,-32.0,0.0,-46.0,27.0,-9.0,10.0
2020-09-20,Dadra and Nagar Haveli,-30.0,20.0,-54.0,28.0,-8.0,10.0
2020-09-21,Dadra and Nagar Haveli,-35.0,-16.0,-46.0,31.0,-12.0,11.0
2020-09-22,Dadra and Nagar Haveli,-32.0,8.0,-37.0,35.666666666666664,-12.0,10.0
2020-09-23,Dadra and Nagar Haveli,-38.0,-3.0,-46.0,40.333333333333336,-12.0,11.0
2020-09-24,Dadra and Nagar Haveli,-38.0,-4.0,-40.0,45.0,-12.0,12.0
2020-09-25,Dadra and Nagar Haveli,-42.0,1.0,-55.0,45.714285714285715,-10.0,15.0
2020-09-26,Dadra and Nagar Haveli,-35.0,13.0,-37.0,46.42857142857143,-8.0,13.0
2020-09-27,Dadra and Nagar Haveli,-31.0,29.0,-47.0,47.142857142857146,-7.0,13.0
2020-09-28,Dadra and Nagar Haveli,-36.0,4.0,-44.0,47.857142857142854,-10.0,12.0
2020-09-29,Dadra and Nagar Haveli,-36.0,12.0,-40.0,48.57142857142857,-11.0,11.0
2020-09-30,Dadra and Nagar Haveli,-37.0,6.0,-45.0,49.285714285714285,-14.0,8.0
2020-10-01,Dadra and Nagar Haveli,-37.0,3.0,-47.0,50.0,-16.0,7.0
2020-10-02,Dadra and Nagar Haveli,-37.0,31.0,-37.0,49.82857142857143,-37.0,11.0
2020-10-03,Dadra and Nagar Haveli,-37.0,8.0,-44.0,49.65714285714286,-15.0,8.0
2020-10-04,Dadra and Nagar Haveli,-35.0,26.0,-46.0,49.48571428571429,-14.0,8.0
2020-10-05,Dadra and Nagar Haveli,-35.0,0.0,-36.0,49.31428571428572,-17.0,6.0
2020-10-06,Dadra and Nagar Haveli,-34.0,12.0,-39.0,49.142857142857146,-17.0,6.0
2020-10-07,Dadra and Nagar Haveli,-34.0,9.0,-41.0,48.971428571428575,-14.0,5.0
2020-10-08,Dadra and Nagar Haveli,-35.0,2.0,-43.0,48.8,-13.0,7.0
2020-10-09,Dadra and Nagar Haveli,-34.0,30.0,-48.0,48.628571428571426,-10.0,8.0
2020-10-10,Dadra and Nagar Haveli,-36.0,19.0,-43.0,48.457142857142856,-8.0,10.0
2020-10-11,Dadra and Nagar Haveli,-32.0,39.0,-45.0,48.285714285714285,-9.0,8.0
2020-10-12,Dadra and Nagar Haveli,-32.0,16.0,-39.0,48.114285714285714,-11.0,9.0
2020-10-13,Dadra and Nagar Haveli,-32.0,24.0,-39.0,47.94285714285714,-11.0,8.0
2020-10-14,Dadra and Nagar Haveli,-29.0,25.0,-38.0,47.77142857142857,-10.0,7.0
2020-10-15,Dadra and Nagar Haveli,-33.0,9.0,-42.0,47.6,-11.0,9.0
2020-10-16,Dadra and Nagar Haveli,-24.0,58.0,-41.0,47.42857142857143,-9.0,9.0
2020-10-17,Dadra and Nagar Haveli,-32.0,30.0,-42.0,47.25714285714286,-8.0,11.0
2020-10-18,Dadra and Nagar Haveli,-28.0,37.0,-44.0,47.08571428571429,-8.0,10.0
2020-10-19,Dadra and Nagar Haveli,-30.0,14.0,-39.0,46.91428571428571,-11.0,10.0
2020-10-20,Dadra and Nagar Haveli,-33.0,21.0,-38.0,46.74285714285714,-12.0,9.0
2020-10-21,Dadra and Nagar Haveli,-35.0,27.0,-38.0,46.57142857142857,-11.0,7.0
2020-10-22,Dadra and Nagar Haveli,-35.0,19.0,-38.0,46.4,-13.0,6.0
2020-10-23,Dadra and Nagar Haveli,-32.0,45.0,-41.0,46.22857142857143,-9.0,6.0
2020-10-24,Dadra and Nagar Haveli,-34.0,43.0,-36.0,46.05714285714286,-11.0,7.0
2020-10-25,Dadra and Nagar Haveli,-27.0,41.0,-36.0,45.885714285714286,-21.0,8.0
2020-10-26,Dadra and Nagar Haveli,-29.0,22.0,-31.0,45.714285714285715,-13.0,6.0
2020-10-27,Dadra and Nagar Haveli,-32.0,26.0,-34.0,45.542857142857144,-13.0,5.0
2020-10-28,Dadra and Nagar Haveli,-36.0,31.0,-36.0,45.371428571428574,-11.0,6.0
2020-10-29,Dadra and Nagar Haveli,-36.0,28.0,-42.0,45.2,-13.0,6.0
2020-10-30,Dadra and Nagar Haveli,-32.0,45.0,-46.0,45.028571428571425,-10.0,7.0
2020-10-31,Dadra and Nagar Haveli,-36.0,29.0,-41.0,44.857142857142854,-7.0,7.0
2020-11-01,Dadra and Nagar Haveli,-33.0,51.0,-44.0,44.68571428571428,-7.0,7.0
2020-11-02,Dadra and Nagar Haveli,-36.0,29.0,-35.0,44.51428571428571,-12.0,7.0
2020-11-03,Dadra and Nagar Haveli,-32.0,50.0,-39.0,44.34285714285714,-13.0,7.0
2020-11-04,Dadra and Nagar Haveli,-32.0,37.0,-43.0,44.17142857142857,-12.0,7.0
2020-11-05,Dadra and Nagar Haveli,-33.0,30.0,-42.0,44.0,-11.0,7.0
2020-11-06,Dadra and Nagar Haveli,-33.0,58.0,-49.0,42.42857142857143,-10.0,7.0
2020-11-07,Dadra and Nagar Haveli,-33.0,47.0,-47.0,40.857142857142854,-7.0,7.0
2020-11-08,Dadra and Nagar Haveli,-28.0,79.0,-47.0,39.285714285714285,-18.0,6.0
2020-11-09,Dadra and Nagar Haveli,-24.0,56.0,-40.0,37.714285714285715,-13.0,7.0
2020-11-10,Dadra and Nagar Haveli,-25.0,68.0,-39.0,36.142857142857146,-13.0,6.0
2020-11-11,Dadra and Nagar Haveli,-25.0,72.0,-43.0,34.57142857142857,-13.0,5.0
2020-11-12,Dadra and Nagar Haveli,-10.0,96.0,-41.0,33.0,-14.0,4.0
2020-11-13,Dadra and Nagar Haveli,-4.0,141.0,-45.0,31.42857142857143,-15.0,4.0
2020-11-14,Dadra and Nagar Haveli,-12.0,109.0,-47.0,29.857142857142858,-55.0,15.0
2020-11-15,Dadra and Nagar Haveli,-27.0,54.0,-34.0,28.285714285714285,-45.0,10.0
2020-11-16,Dadra and Nagar Haveli,-29.0,41.0,-19.0,26.714285714285715,-53.0,11.0
2020-11-17,Dadra and Nagar Haveli,-30.0,46.0,-20.0,25.142857142857142,-30.0,5.0
2020-11-18,Dadra and Nagar Haveli,-32.0,39.0,-24.0,23.571428571428573,-23.0,5.0
2020-11-19,Dadra and Nagar Haveli,-31.0,37.0,-28.0,22.0,-20.0,5.0
2020-11-20,Dadra and Nagar Haveli,-29.0,62.0,-28.0,20.42857142857143,-22.0,6.0
2020-11-21,Dadra and Nagar Haveli,-30.0,43.0,-32.0,18.857142857142858,-14.0,5.0
2020-11-22,Dadra and Nagar Haveli,-32.0,51.0,-41.0,17.285714285714285,-12.0,6.0
2020-11-23,Dadra and Nagar Haveli,-33.0,37.0,-38.0,15.714285714285715,-16.0,6.0
2020-11-24,Dadra and Nagar Haveli,-33.0,48.0,-40.0,14.142857142857142,-17.0,6.0
2020-11-25,Dadra and Nagar Haveli,-34.0,42.0,-36.0,12.571428571428573,-15.0,5.0
2020-11-26,Dadra and Nagar Haveli,-35.0,29.0,-28.0,11.0,-15.0,6.0
2020-11-27,Dadra and Nagar Haveli,-35.0,48.0,-40.0,26.0,-16.0,7.0
2020-11-28,Dadra and Nagar Haveli,-34.0,41.0,-35.0,27.5,-10.0,7.0
2020-11-29,Dadra and Nagar Haveli,-32.0,54.0,-33.0,29.0,-11.0,7.0
2020-11-30,Dadra and Nagar Haveli,-34.0,38.0,-34.0,15.0,-17.0,6.0
2020-12-01,Dadra and Nagar Haveli,-32.0,45.0,-28.0,22.0,-16.0,5.0
2020-12-02,Dadra and Nagar Haveli,-37.0,37.0,-26.0,22.0,-12.0,6.0
2020-12-03,Dadra and Nagar Haveli,-37.0,30.0,-25.0,16.0,-12.0,7.0
2020-12-04,Dadra and Nagar Haveli,-34.0,54.0,-35.0,26.333333333333336,-8.0,6.0
2020-12-05,Dadra and Nagar Haveli,-33.0,39.0,-31.0,36.66666666666667,-8.0,6.0
2020-12-06,Dadra and Nagar Haveli,-33.0,63.0,-29.0,47.0,-11.0,6.0
2020-12-07,Dadra and Nagar Haveli,-33.0,39.0,-25.0,29.0,-13.0,5.0
2020-12-08,Dadra and Nagar Haveli,-36.0,39.0,-26.0,32.0,-12.0,6.0
2020-12-09,Dadra and Nagar Haveli,-36.0,34.0,-22.0,41.0,-12.0,5.0
2020-12-10,Dadra and Nagar Haveli,-34.0,26.0,-21.0,50.0,-12.0,7.0
2020-12-11,Dadra and Nagar Haveli,-40.0,34.0,-32.0,49.714285714285715,-10.0,11.0
2020-12-12,Dadra and Nagar Haveli,-39.0,28.0,-33.0,49.42857142857143,-6.0,12.0
2020-12-13,Dadra and Nagar Haveli,-31.0,62.0,-24.0,49.142857142857146,-5.0,10.0
2020-12-14,Dadra and Nagar Haveli,-32.0,43.0,-19.0,48.857142857142854,-6.0,9.0
2020-12-15,Dadra and Nagar Haveli,-30.0,54.0,-17.0,48.57142857142857,-7.0,8.0
2020-12-16,Dadra and Nagar Haveli,-35.0,54.0,-13.0,48.285714285714285,-5.0,8.0
2020-12-17,Dadra and Nagar Haveli,-34.0,33.0,-18.0,48.0,-6.0,9.0
2020-12-18,Dadra and Nagar Haveli,-34.0,59.0,-27.0,47.714285714285715,-4.0,9.0
2020-12-19,Dadra and Nagar Haveli,-35.0,41.0,-22.0,47.42857142857143,-4.0,10.0
2020-12-20,Dadra and Nagar Haveli,-31.0,64.0,-12.0,47.142857142857146,-3.0,10.0
2020-12-21,Dadra and Nagar Haveli,-33.0,43.0,-14.0,46.857142857142854,-4.0,8.0
2020-12-22,Dadra and Nagar Haveli,-33.0,49.0,-15.0,46.57142857142857,-5.0,8.0
2020-12-23,Dadra and Nagar Haveli,-33.0,53.0,-17.0,46.285714285714285,-4.0,8.0
2020-12-24,Dadra and Nagar Haveli,-34.0,38.0,-15.0,46.0,-5.0,9.0
2020-12-25,Dadra and Nagar Haveli,-31.0,62.0,-16.0,45.714285714285715,-12.0,12.0
2020-12-26,Dadra and Nagar Haveli,-35.0,48.0,-9.0,45.42857142857143,-2.0,10.0
2020-12-27,Dadra and Nagar Haveli,-34.0,65.0,-8.0,45.142857142857146,-2.0,9.0
2020-12-28,Dadra and Nagar Haveli,-32.0,42.0,-10.0,44.85714285714286,-3.0,10.0
2020-12-29,Dadra and Nagar Haveli,-34.0,51.0,-10.0,44.57142857142857,-4.0,10.0
2020-12-30,Dadra and Nagar Haveli,-33.0,57.0,-10.0,44.285714285714285,-1.0,9.0
2020-12-31,Dadra and Nagar Haveli,-26.0,57.0,-15.0,44.0,-6.0,9.0
2021-01-01,Dadra and Nagar Haveli,-30.0,71.0,2.0,43.714285714285715,-16.0,12.0
2021-01-02,Dadra and Nagar Haveli,-35.0,50.0,-14.0,43.42857142857143,3.0,10.0
2021-01-03,Dadra and Nagar Haveli,-33.0,67.0,-10.0,43.142857142857146,3.0,9.0
2021-01-04,Dadra and Nagar Haveli,-33.0,43.0,-11.0,42.85714285714286,0.0,9.0
2021-01-05,Dadra and Nagar Haveli,-34.0,51.0,-12.0,42.57142857142857,-2.0,9.0
2021-01-06,Dadra and Nagar Haveli,-30.0,52.0,-14.0,42.285714285714285,0.0,9.0
2021-01-07,Dadra and Nagar Haveli,-29.0,44.0,-14.0,42.0,0.0,9.0
2021-01-08,Dadra and Nagar Haveli,-30.0,59.0,-21.0,42.0,2.0,9.0
2021-01-09,Dadra and Nagar Haveli,-28.0,55.0,-14.0,42.0,3.0,8.0
2021-01-10,Dadra and Nagar Haveli,-23.0,76.0,-6.0,42.0,2.0,8.0
2021-01-11,Dadra and Nagar Haveli,-26.0,60.0,-7.0,37.0,0.0,8.0
2021-01-12,Dadra and Nagar Haveli,-26.0,60.0,-8.0,27.0,-3.0,7.0
2021-01-13,Dadra and Nagar Haveli,-25.0,69.0,-11.0,17.0,-4.0,5.0
2021-01-14,Dadra and Nagar Haveli,-28.0,31.0,-2.0,7.0,-33.0,11.0
2021-01-15,Dadra and Nagar Haveli,-32.0,48.0,-21.0,23.0,-12.0,6.0
2021-01-16,Dadra and Nagar Haveli,-33.0,37.0,-22.0,18.0,-8.0,6.0
2021-01-17,Dadra and Nagar Haveli,-31.0,59.0,-17.0,9.0,-8.0,7.0
2021-01-18,Dadra and Nagar Haveli,-30.0,37.0,-18.0,19.0,-8.0,7.0
2021-01-19,Dadra and Nagar Haveli,-31.0,41.0,-13.0,27.0,-8.0,7.0
2021-01-20,Dadra and Nagar Haveli,-30.0,44.0,-14.0,17.0,-6.0,7.0
2021-01-21,Dadra and Nagar Haveli,-33.0,34.0,-18.0,0.0,-6.0,8.0
2021-01-22,Dadra and Nagar Haveli,-28.0,55.0,-19.0,13.0,-2.0,8.0
2021-01-23,Dadra and Nagar Haveli,-31.0,44.0,-13.0,13.0,-1.0,7.0
2021-01-24,Dadra and Nagar Haveli,-29.0,59.0,2.0,13.0,1.0,7.0
2021-01-25,Dadra and Nagar Haveli,-26.0,49.0,-5.0,16.0,-7.0,7.0
2021-01-26,Dadra and Nagar Haveli,-25.0,75.0,58.0,19.0,-47.0,13.0
2021-01-27,Dadra and Nagar Haveli,-32.0,49.0,-10.0,23.0,-3.0,7.0
2021-01-28,Dadra and Nagar Haveli,-33.0,33.0,-13.0,3.0,-3.0,8.0
2021-01-29,Dadra and Nagar Haveli,-31.0,70.0,-18.0,23.0,-1.0,7.0
2021-01-30,Dadra and Nagar Haveli,-30.0,59.0,-16.0,20.0,2.0,6.0
2021-01-31,Dadra and Nagar Haveli,-28.0,71.0,-14.0,36.0,-1.0,5.0
2021-02-01,Dadra and Nagar Haveli,-30.0,63.0,-9.0,14.0,-5.0,5.0
2021-02-02,Dadra and Nagar Haveli,-31.0,69.0,-12.0,15.0,-5.0,4.0
2021-02-03,Dadra and Nagar Haveli,-33.0,66.0,-16.0,8.0,-5.0,5.0
2021-02-04,Dadra and Nagar Haveli,-35.0,47.0,-18.0,1.0,-7.0,4.0
2021-02-05,Dadra and Nagar Haveli,-30.0,73.0,-24.0,26.0,-5.0,4.0
2021-02-06,Dadra and Nagar Haveli,-31.0,66.0,-19.0,23.0,-2.0,4.0
2021-02-07,Dadra and Nagar Haveli,-28.0,76.0,-15.0,20.0,-8.0,4.0
2021-02-08,Dadra and Nagar Haveli,-31.0,65.0,-19.0,13.0,-7.0,3.0
2021-02-09,Dadra and Nagar Haveli,-28.0,70.0,-15.0,16.0,-6.0,3.0
2021-02-10,Dadra and Nagar Haveli,-27.0,68.0,-22.0,21.0,-4.0,4.0
2021-02-11,Dadra and Nagar Haveli,-27.0,58.0,-19.0,4.0,-5.0,4.0
2021-02-12,Dadra and Nagar Haveli,-23.0,88.0,-25.0,17.0,-4.0,4.0
2021-02-13,Dadra and Nagar Haveli,-26.0,64.0,-22.0,11.0,-4.0,5.0
2021-02-14,Dadra and Nagar Haveli,-21.0,83.0,-5.0,17.0,-7.0,4.0
2021-02-15,Dadra and Nagar Haveli,-26.0,59.0,-18.0,-6.0,-7.0,4.0
2021-02-16,Dadra and Nagar Haveli,-29.0,58.0,-17.0,8.0,-10.0,4.0
2021-02-17,Dadra and Nagar Haveli,-28.0,60.0,-22.0,11.0,-5.0,4.0
2021-02-18,Dadra and Nagar Haveli,-30.0,50.0,-24.0,-6.0,-5.0,5.0
2021-02-19,Dadra and Nagar Haveli,-24.0,85.0,-25.0,1.0,-3.0,5.0
2021-02-20,Dadra and Nagar Haveli,-27.0,56.0,-16.0,6.0,-1.0,5.0
2021-02-21,Dadra and Nagar Haveli,-26.0,76.0,-10.0,3.0,-5.0,6.0
2021-02-22,Dadra and Nagar Haveli,-36.0,51.0,-21.0,-19.0,-5.0,6.0
2021-02-23,Dadra and Nagar Haveli,-67.0,-35.0,-19.0,-35.0,-19.0,11.0
2021-02-24,Dadra and Nagar Haveli,-26.0,68.0,-16.0,-11.0,-4.0,5.0
2021-02-25,Dadra and Nagar Haveli,-28.0,44.0,-21.0,-22.0,-4.0,6.0
2021-02-26,Dadra and Nagar Haveli,-27.0,75.0,-28.0,-18.0,-1.0,5.0
2021-02-27,Dadra and Nagar Haveli,-33.0,51.0,-22.0,-11.0,0.0,5.0
2021-02-28,Dadra and Nagar Haveli,-29.0,70.0,-16.0,-7.0,-3.0,6.0
2021-03-01,Dadra and Nagar Haveli,-27.0,60.0,-18.0,-10.0,-3.0,5.0
2021-03-02,Dadra and Nagar Haveli,-28.0,63.0,-14.0,-17.0,-4.0,5.0
2021-03-03,Dadra and Nagar Haveli,-29.0,65.0,-18.0,1.0,-1.0,6.0
2021-03-04,Dadra and Nagar Haveli,-30.0,53.0,-22.0,-10.0,-2.0,6.0
2021-03-05,Dadra and Nagar Haveli,-28.0,79.0,-29.0,4.333333333333334,0.0,6.0
2021-03-06,Dadra and Nagar Haveli,-27.0,67.0,-27.0,18.666666666666668,4.0,6.0
2021-03-07,Dadra and Nagar Haveli,-22.0,94.0,-10.0,33.0,-2.0,6.0
2021-03-08,Dadra and Nagar Haveli,-23.0,67.0,-14.0,26.0,-1.0,5.0
2021-03-09,Dadra and Nagar Haveli,-26.0,74.0,-17.0,30.0,-2.0,5.0
2021-03-10,Dadra and Nagar Haveli,-21.0,96.0,-25.0,22.0,0.0,4.0
2021-03-11,Dadra and Nagar Haveli,-29.0,65.0,-16.0,14.0,-16.0,8.0
2021-03-12,Dadra and Nagar Haveli,-24.0,103.0,-29.0,18.0,0.0,6.0
2021-03-13,Dadra and Nagar Haveli,-23.0,87.0,-23.0,22.0,3.0,6.0
2021-03-14,Dadra and Nagar Haveli,-21.0,106.0,-18.0,26.0,3.0,6.0
2021-03-15,Dadra and Nagar Haveli,-24.0,85.0,-20.0,22.0,0.0,6.0
2021-03-16,Dadra and Nagar Haveli,-26.0,86.0,-22.0,24.0,-1.0,5.0
2021-03-17,Dadra and Nagar Haveli,-25.0,86.0,-22.0,26.0,2.0,5.0
2021-03-18,Dadra and Nagar Haveli,-25.0,68.0,-20.0,28.0,2.0,6.0
2021-03-19,Dadra and Nagar Haveli,-22.0,109.0,-23.0,32.0,2.0,6.0
2021-03-20,Dadra and Nagar Haveli,-22.0,89.0,-23.0,36.0,8.0,6.0
2021-03-21,Dadra and Nagar Haveli,-24.0,112.0,-26.0,40.0,14.0,6.0
2021-03-22,Dadra and Nagar Haveli,-63.0,-20.0,-44.0,-28.0,-38.0,21.0
2021-03-23,Dadra and Nagar Haveli,-18.0,96.0,-16.0,33.0,3.0,5.0
2021-03-24,Dadra and Nagar Haveli,-21.0,85.0,-19.0,24.0,4.0,5.0
2021-03-25,Dadra and Nagar Haveli,-24.0,65.0,-18.0,15.0,2.0,6.0
2021-03-26,Dadra and Nagar Haveli,-22.0,83.0,-25.0,21.0,4.0,6.0
2021-03-27,Dadra and Nagar Haveli,-21.0,73.0,-33.0,27.0,6.0,6.0
2021-03-28,Dadra and Nagar Haveli,-18.0,85.0,-34.0,16.0,4.0,8.0
2021-03-29,Dadra and Nagar Haveli,-50.0,-3.0,-16.0,-10.0,-70.0,26.0
2021-03-30,Dadra and Nagar Haveli,-29.0,58.0,-22.0,11.0,-9.0,7.0
2021-03-31,Dadra and Nagar Haveli,-30.0,57.0,-34.0,19.0,-3.0,6.0
2021-04-01,Dadra and Nagar Haveli,-31.0,43.0,-30.0,7.0,-3.0,8.0
2021-04-02,Dadra and Nagar Haveli,-28.0,69.0,-29.0,25.0,-6.0,9.0
2021-04-03,Dadra and Nagar Haveli,-26.0,56.0,-35.0,27.0,3.0,8.0
2021-04-04,Dadra and Nagar Haveli,-23.0,73.0,-37.0,30.0,-3.0,9.0
2021-04-05,Dadra and Nagar Haveli,-27.0,54.0,-28.0,19.0,-4.0,8.0
2021-04-06,Dadra and Nagar Haveli,-34.0,54.0,-31.0,9.0,-5.0,8.0
2021-04-07,Dadra and Nagar Haveli,-35.0,57.0,-30.0,14.0,-4.0,8.0
2021-04-08,Dadra and Nagar Haveli,-34.0,44.0,-31.0,16.0,-4.0,9.0
2021-04-09,Dadra and Nagar Haveli,-30.0,86.0,-35.0,28.0,-3.0,9.0
2021-04-10,Dadra and Nagar Haveli,-30.0,69.0,-33.0,28.0,-4.0,11.0
2021-04-11,Dadra and Nagar Haveli,-34.0,74.0,-45.0,19.0,-9.0,14.0
2021-04-12,Dadra and Nagar Haveli,-29.0,59.0,-31.0,9.0,-6.0,11.0
2021-04-13,Dadra and Nagar Haveli,-34.0,68.0,-29.0,18.0,-14.0,12.0
2021-04-14,Dadra and Nagar Haveli,-37.0,57.0,-32.0,10.0,-16.0,12.0
2021-04-15,Dadra and Nagar Haveli,-37.0,49.0,-34.0,1.0,-11.0,12.0
2021-04-16,Dadra and Nagar Haveli,-32.0,105.0,-42.0,20.0,-10.0,12.0
2021-04-17,Dadra and Nagar Haveli,-75.0,-48.0,-50.0,-20.0,-22.0,22.0
2021-04-18,Dadra and Nagar Haveli,-80.0,-57.0,-65.0,-39.0,-27.0,25.0
2021-04-19,Dadra and Nagar Haveli,-41.0,66.0,-34.0,6.0,-17.0,15.0
2021-04-20,Dadra and Nagar Haveli,-46.0,60.0,-45.0,-8.0,-21.0,17.0
2021-04-21,Dadra and Nagar Haveli,-77.0,-42.0,-59.0,-29.0,-32.0,23.0
2021-04-22,Dadra and Nagar Haveli,-47.0,43.0,-49.0,-17.0,-24.0,17.0
2021-04-23,Dadra and Nagar Haveli,-45.0,69.0,-47.0,-4.0,-23.0,18.0
2021-04-24,Dadra and Nagar Haveli,-76.0,-48.0,-60.0,-19.0,-31.0,24.0
2021-04-25,Dadra and Nagar Haveli,-80.0,-56.0,-68.0,-41.0,-30.0,24.0
2021-04-26,Dadra and Nagar Haveli,-48.0,44.0,-44.0,-13.0,-26.0,18.0
2021-04-27,Dadra and Nagar Haveli,-55.0,25.0,-47.0,-22.0,-27.0,19.0
2021-04-28,Dadra and Nagar Haveli,-55.0,18.0,-52.0,-12.0,-25.0,18.0
2021-04-29,Dadra and Nagar Haveli,-56.0,3.0,-58.0,-26.0,-26.0,19.0
2021-04-30,Dadra and Nagar Haveli,-51.0,42.0,-55.0,-10.0,-24.0,18.0
2021-05-01,Dadra and Nagar Haveli,-76.0,-51.0,-61.0,-28.0,-43.0,27.0
2021-05-02,Dadra and Nagar Haveli,-79.0,-58.0,-68.0,-37.0,-31.0,25.0
2021-05-03,Dadra and Nagar Haveli,-47.0,42.0,-49.0,-16.0,-25.0,17.0
2021-05-04,Dadra and Nagar Haveli,-51.0,23.0,-51.0,-17.0,-24.0,17.0
2021-05-05,Dadra and Nagar Haveli,-53.0,12.0,-53.0,-21.0,-23.0,17.0
2021-05-06,Dadra and Nagar Haveli,-54.0,-1.0,-56.0,-25.0,-23.0,17.0
2021-05-07,Dadra and Nagar Haveli,-46.0,53.0,-53.0,-14.0,-20.0,16.0
2021-05-08,Dadra and Nagar Haveli,-76.0,-42.0,-64.0,-24.0,-25.0,22.0
2021-05-09,Dadra and Nagar Haveli,-78.0,-55.0,-66.0,-38.0,-26.0,23.0
2021-05-10,Dadra and Nagar Haveli,-44.0,40.0,-46.0,-16.0,-20.0,16.0
2021-05-11,Dadra and Nagar Haveli,-47.0,25.0,-47.0,-21.0,-19.0,15.0
2021-05-12,Dadra and Nagar Haveli,-45.0,22.0,-47.0,-6.0,-18.0,14.0
2021-05-13,Dadra and Nagar Haveli,-43.0,26.0,-44.0,-13.0,-18.0,14.0
2021-05-14,Dadra and Nagar Haveli,-72.0,-36.0,-56.0,-19.0,-31.0,20.0
2021-05-15,Dadra and Nagar Haveli,-71.0,-44.0,-56.0,-20.0,-21.0,19.0
2021-05-16,Dadra and Nagar Haveli,-74.0,-52.0,-65.0,-28.0,-23.0,21.0
2021-05-17,Dadra and Nagar Haveli,-55.0,-3.0,-51.0,-13.0,-23.0,15.0
2021-05-18,Dadra and Nagar Haveli,-65.0,-25.0,-52.0,-29.0,-42.0,17.0
2021-05-19,Dadra and Nagar Haveli,-43.0,31.0,-39.0,2.0,-20.0,9.0
2021-05-20,Dadra and Nagar Haveli,-44.0,15.0,-44.0,-25.0,-18.0,12.0
2021-05-21,Dadra and Nagar Haveli,-38.0,58.0,-46.0,-6.0,-13.0,12.0
2021-05-22,Dadra and Nagar Haveli,-71.0,-39.0,-51.0,-14.0,-20.0,18.0
2021-05-23,Dadra and Nagar Haveli,-73.0,-54.0,-61.0,-30.0,-15.0,18.0
2021-05-24,Dadra and Nagar Haveli,-37.0,35.0,-29.0,-11.0,-14.0,12.0
