Date,Province_State,Latitude,Longitude,Confirmed_Cumulative,Daily_Cases,Cases_7Day_Avg,Daily_Deaths,Mortality_Rate_Proxy
2020-06-10,Andaman and Nicobar Islands,11.225999,92.968178,33.0,0.0,0.0,0.0,0.0
2020-06-11,Andaman and Nicobar Islands,11.225999,92.968178,38.0,5.0,2.5,0.0,0.0
2020-06-12,Andaman and Nicobar Islands,11.225999,92.968178,38.0,0.0,1.6666666666666667,0.0,0.0
2020-06-13,Andaman and Nicobar Islands,11.225999,92.968178,38.0,0.0,1.25,0.0,0.0
2020-06-14,Andaman and Nicobar Islands,11.225999,92.968178,38.0,0.0,1.0,0.0,0.0
2020-06-15,Andaman and Nicobar Islands,11.225999,92.968178,41.0,3.0,1.3333333333333333,0.0,0.0
2020-06-16,Andaman and Nicobar Islands,11.225999,92.968178,44.0,3.0,1.5714285714285714,0.0,0.0
2020-06-17,Andaman and Nicobar Islands,11.225999,92.968178,44.0,0.0,1.5714285714285714,0.0,0.0
2020-06-18,Andaman and Nicobar Islands,11.225999,92.968178,44.0,0.0,0.8571428571428571,0.0,0.0
2020-06-19,Andaman and Nicobar Islands,11.225999,92.968178,45.0,1.0,1.0,0.0,0.0
2020-06-20,Andaman and Nicobar Islands,11.225999,92.968178,47.0,2.0,1.2857142857142858,0.0,0.0
2020-06-21,Andaman and Nicobar Islands,11.225999,92.968178,48.0,1.0,1.4285714285714286,0.0,0.0
2020-06-22,Andaman and Nicobar Islands,11.225999,92.968178,48.0,0.0,1.0,0.0,0.0
2020-06-23,Andaman and Nicobar Islands,11.225999,92.968178,50.0,2.0,0.8571428571428571,0.0,0.0
2020-06-24,Andaman and Nicobar Islands,11.225999,92.968178,56.0,6.0,1.7142857142857142,0.0,0.0
2020-06-25,Andaman and Nicobar Islands,11.225999,92.968178,59.0,3.0,2.142857142857143,0.0,0.0
2020-06-26,Andaman and Nicobar Islands,11.225999,92.968178,72.0,13.0,3.857142857142857,0.0,0.0
2020-06-27,Andaman and Nicobar Islands,11.225999,92.968178,72.0,0.0,3.5714285714285716,0.0,0.0
2020-06-28,Andaman and Nicobar Islands,11.225999,92.968178,76.0,4.0,4.0,0.0,0.0
2020-06-29,Andaman and Nicobar Islands,11.225999,92.968178,90.0,14.0,6.0,0.0,0.0
2020-06-30,Andaman and Nicobar Islands,11.225999,92.968178,97.0,7.0,6.714285714285714,0.0,0.0
2020-07-01,Andaman and Nicobar Islands,11.225999,92.968178,100.0,3.0,6.285714285714286,0.0,0.0
2020-07-02,Andaman and Nicobar Islands,11.225999,92.968178,109.0,9.0,7.142857142857143,0.0,0.0
2020-07-03,Andaman and Nicobar Islands,11.225999,92.968178,116.0,7.0,6.285714285714286,0.0,0.0
2020-07-04,Andaman and Nicobar Islands,11.225999,92.968178,119.0,3.0,6.714285714285714,0.0,0.0
2020-07-05,Andaman and Nicobar Islands,11.225999,92.968178,125.0,6.0,7.0,0.0,0.0
2020-07-06,Andaman and Nicobar Islands,11.225999,92.968178,141.0,16.0,7.285714285714286,0.0,0.0
2020-07-07,Andaman and Nicobar Islands,11.225999,92.968178,147.0,6.0,7.142857142857143,0.0,0.0
2020-07-08,Andaman and Nicobar Islands,11.225999,92.968178,149.0,2.0,7.0,0.0,0.0
2020-07-09,Andaman and Nicobar Islands,11.225999,92.968178,151.0,2.0,6.0,0.0,0.0
2020-07-10,Andaman and Nicobar Islands,11.225999,92.968178,156.0,5.0,5.714285714285714,0.0,0.0
2020-07-11,Andaman and Nicobar Islands,11.225999,92.968178,163.0,7.0,6.285714285714286,0.0,0.0
2020-07-12,Andaman and Nicobar Islands,11.225999,92.968178,163.0,0.0,5.428571428571429,0.0,0.0
2020-07-13,Andaman and Nicobar Islands,11.225999,92.968178,166.0,3.0,3.5714285714285716,0.0,0.0
2020-07-14,Andaman and Nicobar Islands,11.225999,92.968178,166.0,0.0,2.7142857142857144,0.0,0.0
2020-07-15,Andaman and Nicobar Islands,11.225999,92.968178,176.0,10.0,3.857142857142857,0.0,0.0
2020-07-16,Andaman and Nicobar Islands,11.225999,92.968178,180.0,4.0,4.142857142857143,0.0,0.0
2020-07-17,Andaman and Nicobar Islands,11.225999,92.968178,194.0,14.0,5.428571428571429,0.0,0.0
2020-07-18,Andaman and Nicobar Islands,11.225999,92.968178,198.0,4.0,5.0,0.0,0.0
2020-07-19,Andaman and Nicobar Islands,11.225999,92.968178,203.0,5.0,5.714285714285714,0.0,0.0
2020-07-20,Andaman and Nicobar Islands,11.225999,92.968178,207.0,4.0,5.857142857142857,0.0,0.0
2020-07-21,Andaman and Nicobar Islands,11.225999,92.968178,212.0,5.0,6.571428571428571,0.0,0.0
2020-07-22,Andaman and Nicobar Islands,11.225999,92.968178,221.0,9.0,6.428571428571429,0.0,0.0
2020-07-23,Andaman and Nicobar Islands,11.225999,92.968178,240.0,19.0,8.571428571428571,0.0,0.0
2020-07-24,Andaman and Nicobar Islands,11.225999,92.968178,259.0,19.0,9.285714285714286,0.0,0.0
2020-07-25,Andaman and Nicobar Islands,11.225999,92.968178,290.0,31.0,13.142857142857142,0.0,0.0
2020-07-26,Andaman and Nicobar Islands,11.225999,92.968178,324.0,34.0,17.285714285714285,0.0,0.0
2020-07-27,Andaman and Nicobar Islands,11.225999,92.968178,338.0,14.0,18.714285714285715,1.0,0.0714285204081997
2020-07-28,Andaman and Nicobar Islands,11.225999,92.968178,338.0,0.0,18.0,0.0,0.0
2020-07-29,Andaman and Nicobar Islands,11.225999,92.968178,363.0,25.0,20.285714285714285,0.0,0.0
2020-07-30,Andaman and Nicobar Islands,11.225999,92.968178,428.0,65.0,26.857142857142858,1.0,0.015384613017751844
2020-07-31,Andaman and Nicobar Islands,11.225999,92.968178,548.0,120.0,41.285714285714285,3.0,0.02499999791666684
2020-08-01,Andaman and Nicobar Islands,11.225999,92.968178,636.0,88.0,49.42857142857143,2.0,0.022727270144628393
2020-08-02,Andaman and Nicobar Islands,11.225999,92.968178,734.0,98.0,58.57142857142857,1.0,0.010204080591420348
2020-08-03,Andaman and Nicobar Islands,11.225999,92.968178,830.0,96.0,70.28571428571429,2.0,0.02083333116319467
2020-08-04,Andaman and Nicobar Islands,11.225999,92.968178,928.0,98.0,84.28571428571429,2.0,0.020408161182840695
2020-08-05,Andaman and Nicobar Islands,11.225999,92.968178,1027.0,99.0,94.85714285714286,2.0,0.020202018161412306
2020-08-06,Andaman and Nicobar Islands,11.225999,92.968178,1123.0,96.0,99.28571428571429,2.0,0.02083333116319467
2020-08-07,Andaman and Nicobar Islands,11.225999,92.968178,1222.0,99.0,96.28571428571429,3.0,0.03030302724211846
2020-08-08,Andaman and Nicobar Islands,11.225999,92.968178,1351.0,129.0,102.14285714285714,1.0,0.007751937383570745
2020-08-09,Andaman and Nicobar Islands,11.225999,92.968178,1490.0,139.0,108.0,0.0,0.0
2020-08-10,Andaman and Nicobar Islands,11.225999,92.968178,1625.0,135.0,113.57142857142857,0.0,0.0
2020-08-11,Andaman and Nicobar Islands,11.225999,92.968178,1764.0,139.0,119.42857142857143,1.0,0.007194244086745029
2020-08-12,Andaman and Nicobar Islands,11.225999,92.968178,1900.0,136.0,124.71428571428571,0.0,0.0
2020-08-13,Andaman and Nicobar Islands,11.225999,92.968178,2037.0,137.0,130.57142857142858,1.0,0.007299269540199303
2020-08-14,Andaman and Nicobar Islands,11.225999,92.968178,2186.0,149.0,137.71428571428572,2.0,0.013422817891086047
2020-08-15,Andaman and Nicobar Islands,11.225999,92.968178,2306.0,120.0,136.42857142857142,0.0,0.0
2020-08-16,Andaman and Nicobar Islands,11.225999,92.968178,2399.0,93.0,129.85714285714286,4.0,0.04301074806336042
2020-08-17,Andaman and Nicobar Islands,11.225999,92.968178,2445.0,46.0,117.14285714285714,1.0,0.021739125708885716
2020-08-18,Andaman and Nicobar Islands,11.225999,92.968178,2529.0,84.0,109.28571428571429,1.0,0.011904760487528513
2020-08-19,Andaman and Nicobar Islands,11.225999,92.968178,2604.0,75.0,100.57142857142857,0.0,0.0
2020-08-20,Andaman and Nicobar Islands,11.225999,92.968178,2680.0,76.0,91.85714285714286,1.0,0.013157893005540393
2020-08-21,Andaman and Nicobar Islands,11.225999,92.968178,2747.0,67.0,80.14285714285714,1.0,0.014925370906661057
2020-08-22,Andaman and Nicobar Islands,11.225999,92.968178,2808.0,61.0,71.71428571428571,0.0,0.0
2020-08-23,Andaman and Nicobar Islands,11.225999,92.968178,2860.0,52.0,65.85714285714286,1.0,0.019230765532545088
2020-08-24,Andaman and Nicobar Islands,11.225999,92.968178,2904.0,44.0,65.57142857142857,2.0,0.045454535123969284
2020-08-25,Andaman and Nicobar Islands,11.225999,92.968178,2945.0,41.0,59.42857142857143,2.0,0.04878047590720099
2020-08-26,Andaman and Nicobar Islands,11.225999,92.968178,2985.0,40.0,54.42857142857143,4.0,0.09999997500000624
2020-08-27,Andaman and Nicobar Islands,11.225999,92.968178,3018.0,33.0,48.285714285714285,1.0,0.030303021120296626
2020-08-28,Andaman and Nicobar Islands,11.225999,92.968178,3050.0,32.0,43.285714285714285,0.0,0.0
2020-08-29,Andaman and Nicobar Islands,11.225999,92.968178,3081.0,31.0,39.0,2.0,0.06451610822061025
2020-08-30,Andaman and Nicobar Islands,11.225999,92.968178,3104.0,23.0,34.857142857142854,1.0,0.043478241965981754
2020-08-31,Andaman and Nicobar Islands,11.225999,92.968178,3132.0,28.0,32.57142857142857,1.0,0.03571427295918823
2020-09-01,Andaman and Nicobar Islands,11.225999,92.968178,3160.0,28.0,30.714285714285715,0.0,0.0
2020-09-02,Andaman and Nicobar Islands,11.225999,92.968178,3186.0,26.0,28.714285714285715,1.0,0.03846152366864474
2020-09-03,Andaman and Nicobar Islands,11.225999,92.968178,3223.0,37.0,29.285714285714285,1.0,0.0270270197224271
2020-09-04,Andaman and Nicobar Islands,11.225999,92.968178,3257.0,34.0,29.571428571428573,1.0,0.029411756055365862
2020-09-05,Andaman and Nicobar Islands,11.225999,92.968178,3292.0,35.0,30.142857142857142,1.0,0.028571420408165595
2020-09-06,Andaman and Nicobar Islands,11.225999,92.968178,3332.0,40.0,32.57142857142857,0.0,0.0
2020-09-07,Andaman and Nicobar Islands,11.225999,92.968178,3359.0,27.0,32.42857142857143,0.0,0.0
2020-09-08,Andaman and Nicobar Islands,11.225999,92.968178,3392.0,33.0,33.142857142857146,0.0,0.0
2020-09-09,Andaman and Nicobar Islands,11.225999,92.968178,3426.0,34.0,34.285714285714285,1.0,0.029411756055365862
2020-09-10,Andaman and Nicobar Islands,11.225999,92.968178,3465.0,39.0,34.57142857142857,0.0,0.0
2020-09-11,Andaman and Nicobar Islands,11.225999,92.968178,3494.0,29.0,33.857142857142854,0.0,0.0
2020-09-12,Andaman and Nicobar Islands,11.225999,92.968178,3521.0,27.0,32.714285714285715,0.0,0.0
2020-09-13,Andaman and Nicobar Islands,11.225999,92.968178,3546.0,25.0,30.571428571428573,0.0,0.0
2020-09-14,Andaman and Nicobar Islands,11.225999,92.968178,3546.0,0.0,26.714285714285715,0.0,0.0
2020-09-15,Andaman and Nicobar Islands,11.225999,92.968178,3574.0,28.0,26.0,1.0,0.03571427295918823
2020-09-16,Andaman and Nicobar Islands,11.225999,92.968178,3593.0,19.0,23.857142857142858,0.0,0.0
2020-09-17,Andaman and Nicobar Islands,11.225999,92.968178,3604.0,11.0,19.857142857142858,0.0,0.0
2020-09-18,Andaman and Nicobar Islands,11.225999,92.968178,3631.0,27.0,19.571428571428573,0.0,0.0
2020-09-19,Andaman and Nicobar Islands,11.225999,92.968178,3644.0,13.0,17.571428571428573,0.0,0.0
2020-09-20,Andaman and Nicobar Islands,11.225999,92.968178,3651.0,7.0,15.0,0.0,0.0
2020-09-21,Andaman and Nicobar Islands,11.225999,92.968178,3673.0,22.0,18.142857142857142,0.0,0.0
2020-09-22,Andaman and Nicobar Islands,11.225999,92.968178,3691.0,18.0,16.714285714285715,0.0,0.0
2020-09-23,Andaman and Nicobar Islands,11.225999,92.968178,3712.0,21.0,17.0,0.0,0.0
2020-09-24,Andaman and Nicobar Islands,11.225999,92.968178,3744.0,32.0,20.0,0.0,0.0
2020-09-25,Andaman and Nicobar Islands,11.225999,92.968178,3759.0,15.0,18.285714285714285,0.0,0.0
2020-09-26,Andaman and Nicobar Islands,11.225999,92.968178,3774.0,15.0,18.571428571428573,0.0,0.0
2020-09-27,Andaman and Nicobar Islands,11.225999,92.968178,3794.0,20.0,20.428571428571427,1.0,0.0499999750000125
2020-09-28,Andaman and Nicobar Islands,11.225999,92.968178,3803.0,9.0,18.571428571428573,0.0,0.0
2020-09-29,Andaman and Nicobar Islands,11.225999,92.968178,3821.0,18.0,18.571428571428573,0.0,0.0
2020-09-30,Andaman and Nicobar Islands,11.225999,92.968178,3835.0,14.0,17.571428571428573,0.0,0.0
2020-10-01,Andaman and Nicobar Islands,11.225999,92.968178,3848.0,13.0,14.857142857142858,0.0,0.0
2020-10-02,Andaman and Nicobar Islands,11.225999,92.968178,3858.0,10.0,14.142857142857142,0.0,0.0
2020-10-03,Andaman and Nicobar Islands,11.225999,92.968178,3868.0,10.0,13.428571428571429,0.0,0.0
2020-10-04,Andaman and Nicobar Islands,11.225999,92.968178,3884.0,16.0,12.857142857142858,0.0,0.0
2020-10-05,Andaman and Nicobar Islands,11.225999,92.968178,3899.0,15.0,13.714285714285714,1.0,0.06666662222225185
2020-10-06,Andaman and Nicobar Islands,11.225999,92.968178,3912.0,13.0,13.0,0.0,0.0
2020-10-07,Andaman and Nicobar Islands,11.225999,92.968178,3935.0,23.0,14.285714285714286,0.0,0.0
2020-10-08,Andaman and Nicobar Islands,11.225999,92.968178,3952.0,17.0,14.857142857142858,1.0,0.058823494809708936
2020-10-09,Andaman and Nicobar Islands,11.225999,92.968178,3976.0,24.0,16.857142857142858,0.0,0.0
2020-10-10,Andaman and Nicobar Islands,11.225999,92.968178,3992.0,16.0,17.714285714285715,0.0,0.0
2020-10-11,Andaman and Nicobar Islands,11.225999,92.968178,4005.0,13.0,17.285714285714285,0.0,0.0
2020-10-12,Andaman and Nicobar Islands,11.225999,92.968178,4023.0,18.0,17.714285714285715,0.0,0.0
2020-10-13,Andaman and Nicobar Islands,11.225999,92.968178,4036.0,13.0,17.714285714285715,0.0,0.0
2020-10-14,Andaman and Nicobar Islands,11.225999,92.968178,4046.0,10.0,15.857142857142858,0.0,0.0
2020-10-15,Andaman and Nicobar Islands,11.225999,92.968178,4062.0,16.0,15.714285714285714,0.0,0.0
2020-10-16,Andaman and Nicobar Islands,11.225999,92.968178,4072.0,10.0,13.714285714285714,1.0,0.0999999000001
2020-10-17,Andaman and Nicobar Islands,11.225999,92.968178,4083.0,11.0,13.0,0.0,0.0
2020-10-18,Andaman and Nicobar Islands,11.225999,92.968178,4108.0,25.0,14.714285714285714,0.0,0.0
2020-10-19,Andaman and Nicobar Islands,11.225999,92.968178,4126.0,18.0,14.714285714285714,0.0,0.0
2020-10-20,Andaman and Nicobar Islands,11.225999,92.968178,4141.0,15.0,15.0,0.0,0.0
2020-10-21,Andaman and Nicobar Islands,11.225999,92.968178,4168.0,27.0,17.428571428571427,0.0,0.0
2020-10-22,Andaman and Nicobar Islands,11.225999,92.968178,4184.0,16.0,17.428571428571427,1.0,0.06249996093752441
2020-10-23,Andaman and Nicobar Islands,11.225999,92.968178,4207.0,23.0,19.285714285714285,1.0,0.043478241965981754
2020-10-24,Andaman and Nicobar Islands,11.225999,92.968178,4225.0,18.0,20.285714285714285,0.0,0.0
2020-10-25,Andaman and Nicobar Islands,11.225999,92.968178,4245.0,20.0,19.571428571428573,0.0,0.0
2020-10-26,Andaman and Nicobar Islands,11.225999,92.968178,4253.0,8.0,18.142857142857142,0.0,0.0
2020-10-27,Andaman and Nicobar Islands,11.225999,92.968178,4274.0,21.0,19.0,0.0,0.0
2020-10-28,Andaman and Nicobar Islands,11.225999,92.968178,4289.0,15.0,17.285714285714285,0.0,0.0
2020-10-29,Andaman and Nicobar Islands,11.225999,92.968178,4305.0,16.0,17.285714285714285,1.0,0.06249996093752441
2020-10-30,Andaman and Nicobar Islands,11.225999,92.968178,4317.0,12.0,15.714285714285714,0.0,0.0
2020-10-31,Andaman and Nicobar Islands,11.225999,92.968178,4332.0,15.0,15.285714285714286,0.0,0.0
2020-11-01,Andaman and Nicobar Islands,11.225999,92.968178,4340.0,8.0,13.571428571428571,1.0,0.12499984375019532
2020-11-02,Andaman and Nicobar Islands,11.225999,92.968178,4352.0,12.0,14.142857142857142,0.0,0.0
2020-11-03,Andaman and Nicobar Islands,11.225999,92.968178,4372.0,20.0,14.0,0.0,0.0
2020-11-04,Andaman and Nicobar Islands,11.225999,92.968178,4389.0,17.0,14.285714285714286,0.0,0.0
2020-11-05,Andaman and Nicobar Islands,11.225999,92.968178,4403.0,14.0,14.0,0.0,0.0
2020-11-06,Andaman and Nicobar Islands,11.225999,92.968178,4420.0,17.0,14.714285714285714,0.0,0.0
2020-11-07,Andaman and Nicobar Islands,11.225999,92.968178,4441.0,21.0,15.571428571428571,0.0,0.0
2020-11-08,Andaman and Nicobar Islands,11.225999,92.968178,4450.0,9.0,15.714285714285714,0.0,0.0
2020-11-09,Andaman and Nicobar Islands,11.225999,92.968178,4463.0,13.0,15.857142857142858,0.0,0.0
2020-11-10,Andaman and Nicobar Islands,11.225999,92.968178,4477.0,14.0,15.0,0.0,0.0
2020-11-11,Andaman and Nicobar Islands,11.225999,92.968178,4494.0,17.0,15.0,0.0,0.0
2020-11-12,Andaman and Nicobar Islands,11.225999,92.968178,4507.0,13.0,14.857142857142858,1.0,0.07692301775152481
2020-11-13,Andaman and Nicobar Islands,11.225999,92.968178,4518.0,11.0,14.0,0.0,0.0
2020-11-14,Andaman and Nicobar Islands,11.225999,92.968178,4527.0,9.0,12.285714285714286,0.0,0.0
2020-11-15,Andaman and Nicobar Islands,11.225999,92.968178,4536.0,9.0,12.285714285714286,0.0,0.0
2020-11-16,Andaman and Nicobar Islands,11.225999,92.968178,4557.0,21.0,13.428571428571429,0.0,0.0
2020-11-17,Andaman and Nicobar Islands,11.225999,92.968178,4574.0,17.0,13.857142857142858,0.0,0.0
2020-11-18,Andaman and Nicobar Islands,11.225999,92.968178,4593.0,19.0,14.142857142857142,0.0,0.0
2020-11-19,Andaman and Nicobar Islands,11.225999,92.968178,4604.0,11.0,13.857142857142858,0.0,0.0
2020-11-20,Andaman and Nicobar Islands,11.225999,92.968178,4617.0,13.0,14.142857142857142,0.0,0.0
2020-11-21,Andaman and Nicobar Islands,11.225999,92.968178,4631.0,14.0,14.857142857142858,0.0,0.0
2020-11-22,Andaman and Nicobar Islands,11.225999,92.968178,4641.0,10.0,15.0,0.0,0.0
2020-11-23,Andaman and Nicobar Islands,11.225999,92.968178,4656.0,15.0,14.142857142857142,0.0,0.0
2020-11-24,Andaman and Nicobar Islands,11.225999,92.968178,4667.0,11.0,13.285714285714286,0.0,0.0
2020-11-25,Andaman and Nicobar Islands,11.225999,92.968178,4677.0,10.0,12.0,0.0,0.0
2020-11-26,Andaman and Nicobar Islands,11.225999,92.968178,4682.0,5.0,11.142857142857142,0.0,0.0
2020-11-27,Andaman and Nicobar Islands,11.225999,92.968178,4689.0,7.0,10.285714285714286,0.0,0.0
2020-11-28,Andaman and Nicobar Islands,11.225999,92.968178,4698.0,9.0,9.571428571428571,0.0,0.0
2020-11-29,Andaman and Nicobar Islands,11.225999,92.968178,4704.0,6.0,9.0,0.0,0.0
2020-11-30,Andaman and Nicobar Islands,11.225999,92.968178,4710.0,6.0,7.714285714285714,0.0,0.0
2020-12-01,Andaman and Nicobar Islands,11.225999,92.968178,4718.0,8.0,7.285714285714286,0.0,0.0
2020-12-02,Andaman and Nicobar Islands,11.225999,92.968178,4723.0,5.0,6.571428571428571,0.0,0.0
2020-12-03,Andaman and Nicobar Islands,11.225999,92.968178,4729.0,6.0,6.714285714285714,0.0,0.0
2020-12-04,Andaman and Nicobar Islands,11.225999,92.968178,4742.0,13.0,7.571428571428571,0.0,0.0
2020-12-05,Andaman and Nicobar Islands,11.225999,92.968178,4747.0,5.0,7.0,0.0,0.0
2020-12-06,Andaman and Nicobar Islands,11.225999,92.968178,4758.0,11.0,7.714285714285714,0.0,0.0
2020-12-07,Andaman and Nicobar Islands,11.225999,92.968178,4773.0,15.0,9.0,0.0,0.0
2020-12-08,Andaman and Nicobar Islands,11.225999,92.968178,4778.0,5.0,8.571428571428571,0.0,0.0
2020-12-09,Andaman and Nicobar Islands,11.225999,92.968178,4783.0,5.0,8.571428571428571,0.0,0.0
2020-12-10,Andaman and Nicobar Islands,11.225999,92.968178,4791.0,8.0,8.857142857142858,0.0,0.0
2020-12-11,Andaman and Nicobar Islands,11.225999,92.968178,4798.0,7.0,8.0,0.0,0.0
2020-12-12,Andaman and Nicobar Islands,11.225999,92.968178,4805.0,7.0,8.285714285714286,0.0,0.0
2020-12-13,Andaman and Nicobar Islands,11.225999,92.968178,4818.0,13.0,8.571428571428571,0.0,0.0
2020-12-14,Andaman and Nicobar Islands,11.225999,92.968178,4834.0,16.0,8.714285714285714,0.0,0.0
2020-12-15,Andaman and Nicobar Islands,11.225999,92.968178,4842.0,8.0,9.142857142857142,0.0,0.0
2020-12-16,Andaman and Nicobar Islands,11.225999,92.968178,4850.0,8.0,9.571428571428571,0.0,0.0
2020-12-17,Andaman and Nicobar Islands,11.225999,92.968178,4860.0,10.0,9.857142857142858,0.0,0.0
2020-12-18,Andaman and Nicobar Islands,11.225999,92.968178,4869.0,9.0,10.142857142857142,0.0,0.0
2020-12-19,Andaman and Nicobar Islands,11.225999,92.968178,4875.0,6.0,10.0,0.0,0.0
2020-12-20,Andaman and Nicobar Islands,11.225999,92.968178,4881.0,6.0,9.0,0.0,0.0
2020-12-21,Andaman and Nicobar Islands,11.225999,92.968178,4888.0,7.0,7.714285714285714,1.0,0.14285693877580175
2020-12-22,Andaman and Nicobar Islands,11.225999,92.968178,4893.0,5.0,7.285714285714286,0.0,0.0
2020-12-23,Andaman and Nicobar Islands,11.225999,92.968178,4896.0,3.0,6.571428571428571,0.0,0.0
2020-12-24,Andaman and Nicobar Islands,11.225999,92.968178,4901.0,5.0,5.857142857142857,0.0,0.0
2020-12-25,Andaman and Nicobar Islands,11.225999,92.968178,4912.0,11.0,6.142857142857143,0.0,0.0
2020-12-26,Andaman and Nicobar Islands,11.225999,92.968178,4912.0,0.0,5.285714285714286,0.0,0.0
2020-12-27,Andaman and Nicobar Islands,11.225999,92.968178,4924.0,12.0,6.142857142857143,0.0,0.0
2020-12-28,Andaman and Nicobar Islands,11.225999,92.968178,4929.0,5.0,5.857142857142857,0.0,0.0
2020-12-29,Andaman and Nicobar Islands,11.225999,92.968178,4936.0,7.0,6.142857142857143,0.0,0.0
2020-12-30,Andaman and Nicobar Islands,11.225999,92.968178,4941.0,5.0,6.428571428571429,0.0,0.0
2020-12-31,Andaman and Nicobar Islands,11.225999,92.968178,4941.0,0.0,5.714285714285714,0.0,0.0
2021-01-01,Andaman and Nicobar Islands,11.225999,92.968178,4946.0,5.0,4.857142857142857,0.0,0.0
2021-01-02,Andaman and Nicobar Islands,11.225999,92.968178,4947.0,1.0,5.0,0.0,0.0
2021-01-03,Andaman and Nicobar Islands,11.225999,92.968178,4948.0,1.0,3.4285714285714284,0.0,0.0
2021-01-04,Andaman and Nicobar Islands,11.225999,92.968178,4948.0,0.0,2.7142857142857144,0.0,0.0
2021-01-05,Andaman and Nicobar Islands,11.225999,92.968178,4949.0,1.0,1.8571428571428572,0.0,0.0
2021-01-06,Andaman and Nicobar Islands,11.225999,92.968178,4949.0,0.0,1.1428571428571428,0.0,0.0
2021-01-07,Andaman and Nicobar Islands,11.225999,92.968178,4958.0,9.0,2.4285714285714284,0.0,0.0
2021-01-08,Andaman and Nicobar Islands,11.225999,92.968178,4958.0,0.0,1.7142857142857142,0.0,0.0
2021-01-09,Andaman and Nicobar Islands,11.225999,92.968178,4959.0,1.0,1.7142857142857142,0.0,0.0
2021-01-10,Andaman and Nicobar Islands,11.225999,92.968178,4960.0,1.0,1.7142857142857142,0.0,0.0
2021-01-11,Andaman and Nicobar Islands,11.225999,92.968178,4963.0,3.0,2.142857142857143,0.0,0.0
2021-01-12,Andaman and Nicobar Islands,11.225999,92.968178,4966.0,3.0,2.4285714285714284,0.0,0.0
2021-01-13,Andaman and Nicobar Islands,11.225999,92.968178,4969.0,3.0,2.857142857142857,0.0,0.0
2021-01-14,Andaman and Nicobar Islands,11.225999,92.968178,4976.0,7.0,2.5714285714285716,0.0,0.0
2021-01-15,Andaman and Nicobar Islands,11.225999,92.968178,4979.0,3.0,3.0,0.0,0.0
2021-01-16,Andaman and Nicobar Islands,11.225999,92.968178,4982.0,3.0,3.2857142857142856,0.0,0.0
2021-01-17,Andaman and Nicobar Islands,11.225999,92.968178,4983.0,1.0,3.2857142857142856,0.0,0.0
2021-01-18,Andaman and Nicobar Islands,11.225999,92.968178,4988.0,5.0,3.5714285714285716,0.0,0.0
2021-01-19,Andaman and Nicobar Islands,11.225999,92.968178,4989.0,1.0,3.2857142857142856,0.0,0.0
2021-01-20,Andaman and Nicobar Islands,11.225999,92.968178,4991.0,2.0,3.142857142857143,0.0,0.0
2021-01-21,Andaman and Nicobar Islands,11.225999,92.968178,4991.0,0.0,2.142857142857143,0.0,0.0
2021-01-22,Andaman and Nicobar Islands,11.225999,92.968178,4992.0,1.0,1.8571428571428572,0.0,0.0
2021-01-23,Andaman and Nicobar Islands,11.225999,92.968178,4993.0,1.0,1.5714285714285714,0.0,0.0
2021-01-24,Andaman and Nicobar Islands,11.225999,92.968178,4993.0,0.0,1.4285714285714286,0.0,0.0
2021-01-25,Andaman and Nicobar Islands,11.225999,92.968178,4994.0,1.0,0.8571428571428571,0.0,0.0
2021-01-26,Andaman and Nicobar Islands,11.225999,92.968178,4994.0,0.0,0.7142857142857143,0.0,0.0
2021-01-27,Andaman and Nicobar Islands,11.225999,92.968178,4994.0,0.0,0.42857142857142855,0.0,0.0
2021-01-28,Andaman and Nicobar Islands,11.225999,92.968178,4994.0,0.0,0.42857142857142855,0.0,0.0
2021-01-29,Andaman and Nicobar Islands,11.225999,92.968178,4994.0,0.0,0.2857142857142857,0.0,0.0
2021-01-30,Andaman and Nicobar Islands,11.225999,92.968178,4994.0,0.0,0.14285714285714285,0.0,0.0
2021-01-31,Andaman and Nicobar Islands,11.225999,92.968178,4994.0,0.0,0.14285714285714285,0.0,0.0
2021-02-01,Andaman and Nicobar Islands,11.225999,92.968178,4994.0,0.0,0.0,0.0,0.0
2021-02-02,Andaman and Nicobar Islands,11.225999,92.968178,4994.0,0.0,0.0,0.0,0.0
2021-02-03,Andaman and Nicobar Islands,11.225999,92.968178,4994.0,0.0,0.0,0.0,0.0
2021-02-04,Andaman and Nicobar Islands,11.225999,92.968178,4994.0,0.0,0.0,0.0,0.0
2021-02-05,Andaman and Nicobar Islands,11.225999,92.968178,4997.0,3.0,0.42857142857142855,0.0,0.0
2021-02-06,Andaman and Nicobar Islands,11.225999,92.968178,5000.0,3.0,0.8571428571428571,0.0,0.0
2021-02-07,Andaman and Nicobar Islands,11.225999,92.968178,5001.0,1.0,1.0,0.0,0.0
2021-02-08,Andaman and Nicobar Islands,11.225999,92.968178,5005.0,4.0,1.5714285714285714,0.0,0.0
2021-02-09,Andaman and Nicobar Islands,11.225999,92.968178,5007.0,2.0,1.8571428571428572,0.0,0.0
2021-02-10,Andaman and Nicobar Islands,11.225999,92.968178,5007.0,0.0,1.8571428571428572,0.0,0.0
2021-02-11,Andaman and Nicobar Islands,11.225999,92.968178,5007.0,0.0,1.8571428571428572,0.0,0.0
2021-02-12,Andaman and Nicobar Islands,11.225999,92.968178,5007.0,0.0,1.4285714285714286,0.0,0.0
